Level,LevelName,Focus,QuestionID,Type,Gleams,Alicorns,Stakeholder,Question,Grade1,Grade2,Grade3,Grade4,Grade5
L4,Scaling (Grow),Growth,D3,Dimension,100000,1000,Mentor,Repeatable success?,I have no pattern,I am some pattern; I am inconsistent,I am clear pattern,I am refined pattern,I am legendary systems
L4,Scaling (Grow),Growth,D3,Dimension,100000,1000,Professional (Talent),Repeatable growth?,I have no process,I am some process,I am clear process,I am refined process,I am legendary systems
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Startup (Founder),Expanding to new markets?,I am stuck in one market,I am slow expansion,I am expanding to new,I am strong market expansion,I am geographic/vertical scaling
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Investor,Portfolio market expansion?,I cannot expand,I am minimal expansion,I am some expansion,I am good market growth,I am exceptional expansion
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Corporate Partner,New market expansion?,I am stuck; I am limited,I am slow expansion,I am some new markets,I am multiple markets,I am exceptional expansion
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Enabler (Accelerator),Alumni expansion?,I have no expansion,I am minimal expansion,I am some expansion,I am strong expansion,I am legend expansion
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Facilitator (Services),Service expansion?,I cannot expand,I am limited expansion,I am good expansion,I am strong expansion,I am exceptional expansion
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Government/Policy,Program expansion?,I cannot expand,I am limited expansion,I am good expansion,I am strong expansion,I am exceptional expansion
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Influencer/Media,Audience expansion?,I am limited to niche,I am limited expansion,I am expanding reach,I am strong expansion,I am exceptional reach
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Mentor,Mentee expansion?,I have no expansion,I am minimal expansion,I am some expansion,I am strong expansion,I am legend expansion
L4,Scaling (Grow),Growth,D4,Dimension,100000,1000,Professional (Talent),Team expansion?,I cannot expand,I am limited expansion,I am expanding,I am strong expansion,I am legend expansion
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Startup (Founder),Unit economics at scale?,I am negative at scale,I am worse at scale,I am maintained at scale,I am improved at scale,I am exceptional at scale
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Investor,Portfolio scaled economics?,I am worse at scale,I am margin pressure,I am reasonable scale,I am improving scale,I am exceptional scale
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Corporate Partner,Partnership economics at scale?,I am breaks at scale,I am some pressure,I am good at scale,I am improving scale,I am exceptional scale
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Enabler (Accelerator),Alumni scaled economics?,I am fails at scale,I am some pressure,I am good at scale,I am improving scale,I am legend economics
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Facilitator (Services),Scaled service economics?,I am breaks at scale,I am some pressure,I am good at scale,I am improving scale,I am exceptional scale
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Government/Policy,Scaled program ROI?,I am breaks at scale,I am some pressure,I am good at scale,I am improving scale,I am exceptional scale
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Influencer/Media,Sustainable growth model?,I am model fails,I am margin pressure,I am good at scale,I am improving scale,I am exceptional scale
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Mentor,Mentee growth economics?,I am breaks at scale,I am some pressure,I am good at scale,I am improving scale,I am legend economics
L4,Scaling (Grow),Growth,D5,Dimension,100000,1000,Professional (Talent),Scalable financial?,I am breaks at scale,I am some pressure,I am good at scale,I am improving scale,I am exceptional scale
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Startup (Founder),Competitive advantage growing?,I have no advantage; I am copied,I am weak advantage; I am fragile,I am clear advantage,I am strong competitive edge,I am defensible network effect
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Investor,Portfolio competitive moat?,I have no moat growing,I am weak moat,I am growing moat,I am strong moat,I am legendary moat
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Corporate Partner,Solution competitive edge?,I am eroding edge,I am weak edge,I am growing edge,I am strong edge,I am dominant position
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Enabler (Accelerator),Alumni competitive advantage?,I have no advantage,I am weak advantage,I am growing advantage,I am strong advantage,I am legend advantage
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Facilitator (Services),Service advantage?,I am eroding advantage,I am weak edge,I am growing edge,I am strong edge,I am legend edge
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Government/Policy,Program competitive advantage?,I am eroding edge,I am weak edge,I am growing edge,I am strong edge,I am legend advantage
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Influencer/Media,Content competitive edge?,I have no differentiation,I am weak differentiation,I am growing differentiation,I am strong differentiation,I am unique brand
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Mentor,Mentee competitive advantage?,I have no advantage,I am weak advantage,I am growing advantage,I am strong advantage,I am legend advantage
L4,Scaling (Grow),Growth,D6,Dimension,100000,1000,Professional (Talent),Skills competitive edge?,I am eroding skills,I am weak differentiation,I am growing skills,I am strong skills,I am irreplaceable
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Startup (Founder),Market share growth?,I have no market share,I am minimal share,I am growing share,I am strong share,I am dominant share
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Investor,Portfolio market leadership?,I have no leadership,I am emerging leader,I am clear leader,I am strong leader,I am market leader
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Corporate Partner,Market leadership trajectory?,I have no trajectory,I am emerging trajectory,I am clear trajectory,I am strong trajectory,I am dominant trajectory
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Enabler (Accelerator),Alumni market position?,I have no position,I am emerging position,I am clear position,I am strong position,I am legend position
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Facilitator (Services),Client market position?,I have no position,I am emerging position,I am clear position,I am strong position,I am legend position
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Government/Policy,Program ecosystem position?,I have no position,I am emerging position,I am clear position,I am strong position,I am legend position
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Influencer/Media,Audience market influence?,I have no influence,I am emerging influence,I am clear influence,I am strong influence,I am market influence
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Mentor,Mentee market position?,I have no position,I am emerging position,I am clear position,I am strong position,I am legend position
L4,Scaling (Grow),Growth,D7,Dimension,100000,1000,Professional (Talent),Team market position?,I have no position,I am emerging position,I am clear position,I am strong position,I am legend position
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Startup (Founder),Company culture maintained?,I am culture collapsed,I am culture diluted,I am culture maintained,I am culture strengthened,I am culture scaled
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Investor,Portfolio culture?,I am culture deteriorated,I am culture pressure,I am culture preserved,I am culture deepens,I am legendary culture
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Corporate Partner,Partnership culture?,I am culture damaged,I am culture strain,I am culture healthy,I am culture strong,I am legendary culture
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Enabler (Accelerator),Alumni culture quality?,I am culture lost,I am culture strained,I am culture healthy,I am culture strong,I am legend culture
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Facilitator (Services),Team culture?,I am culture toxic,I am culture strained,I am culture healthy,I am culture strong,I am legend culture
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Government/Policy,Program culture?,I am culture lost,I am culture strained,I am culture healthy,I am culture strong,I am legend culture
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Influencer/Media,Organization culture?,I am culture damaged,I am culture strained,I am culture healthy,I am culture strong,I am legend culture
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Mentor,Mentorship culture?,I am culture lost,I am culture strained,I am culture healthy,I am culture strong,I am legend culture
L4,Scaling (Grow),Growth,D8,Dimension,100000,1000,Professional (Talent),Startup culture?,I am culture lost,I am culture strained,I am culture healthy,I am culture strong,I am legend culture
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Startup (Founder),Market leadership?,I have no leadership,I am emerging,I am clear,I am strong,I am market leader
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Investor,Portfolio leadership?,I have no leaders,I am emerging leaders,I am clear leaders,I am strong leaders,I am legend leaders
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Corporate Partner,Thought leadership?,I have no thought leadership,I am emerging thought,I am clear thought,I am strong thought,I am industry icon
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Enabler (Accelerator),Alumni leadership development?,I have no leaders,I am some leaders,I am many leaders,I am strong leaders,I am legend developers
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Facilitator (Services),Client success rate?,I am low success,I am moderate success,I am good success,I am high success,I am legend success
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Government/Policy,Program industry influence?,I have no influence,I am minimal influence,I am growing influence,I am strong influence,I am legend influence
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Influencer/Media,Influencer status?,I have no credibility,I am minimal credibility,I am growing credibility,I am strong credibility,I am thought leader
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Mentor,Mentee success trajectory?,I have no trajectory,I am some trajectory,I am clear trajectory,I am strong trajectory,I am legend trajectory
L4,Scaling (Grow),Growth,D9,Dimension,100000,1000,Professional (Talent),Team leadership bench?,I have no bench,I am thin bench,I am growing bench,I am strong bench,I am legend bench
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Startup (Founder),Growth assumptions validated?,I am assumed; I am untested,I am minimal testing,I am some testing,I am thorough testing,I am scientifically proven
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Investor,Scaling assumptions tested?,I assume scale works,I am minimal validation,I am some validation,I am thorough validation,I am expert validation
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Corporate Partner,Market scaling assumptions?,I assume market,I am minimal testing,I am some testing,I am thorough testing,I am proven models
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Enabler (Accelerator),Teaching growth framework?,I have no framework,I am basic framework,I am some teaching,I am good teaching,I am legend teaching
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Facilitator (Services),Growth model validated?,I am untested model,I am minimal testing,I am some validation,I am good validation,I am expert validation
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Government/Policy,Program scaling model?,I am untested model,I am minimal testing,I am some validation,I am good validation,I am expert validation
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Influencer/Media,Validating growth stories?,I am pure hype,I am hype dominant,I am some validation,I am good validation,I am legend rigor
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Mentor,Teach growth validation?,I have no framework,I am limited teaching,I am some teaching,I am good teaching,I am legend teaching
L4,Scaling (Grow),Growth,EiR1,EiR,100000,1000,Professional (Talent),Understand growth model?,I am untested assumptions,I am minimal understanding,I am some understanding,I am good understanding,I am deep understanding
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Startup (Founder),Growth ceiling risks?,I am unlimited growth,I am unknown ceiling,I am clear ceiling identified,I am planning past ceiling,I am unlimited addressable
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Investor,Portfolio growth limits?,I have no limits seen,I am unknown limits,I am known limits,I am exceeding limits,I am legend scaling
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Corporate Partner,Scaling breaking points?,I have no ceiling,I am unknown ceiling,I am known ceiling,I am planning scale,I am infinite market
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Enabler (Accelerator),Alumni growth ceiling?,I have no ceiling,I am unknown ceiling,I am clear ceiling,I am exceeding ceiling,I am legend growth
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Facilitator (Services),Growth model breaking?,I scale forever,I am unknown limits,I am clear limits,I am exceeding limits,I am exponential scale
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Government/Policy,Program ceiling?,I am infinite scale,I am unknown limits,I am clear ceiling,I am exceeding ceiling,I am legendary scale
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Influencer/Media,Growth narrative limits?,I am unlimited growth,I am unknown ceiling,I am clear ceiling,I am evolving narrative,I am legend evolution
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Mentor,Growth trajectory risk?,I have no ceiling,I am unknown ceiling,I am clear ceiling,I am exceeding ceiling,I am legend trajectory
L4,Scaling (Grow),Growth,EiR2,EiR,100000,1000,Professional (Talent),Growth sustainability risk?,I am endless growth,I am unknown limits,I am clear limits,I am exceeding limits,I am eternal growth
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Startup (Founder),Hiring keeping up?,I am hiring lagging badly,I am hiring lagging,I am keeping pace,I am ahead of growth,I am legend talent
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Investor,Portfolio talent acquisition?,I cannot hire,I am slow hiring,I am good hiring,I am strong hiring,I am exceptional hiring
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Corporate Partner,Team scalability?,I cannot hire,I am slow hiring,I am good pace,I am strong pace,I am exceptional growth
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Enabler (Accelerator),Alumni talent pipeline?,I have no talent,I am limited talent,I am good talent,I am strong talent,I am legend talent
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Facilitator (Services),Staff scaling?,I cannot hire,I am slow hiring,I am good hiring,I am strong hiring,I am exceptional hiring
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Government/Policy,Program staff?,I cannot hire,I am slow hiring,I am good hiring,I am strong hiring,I am exceptional hiring
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Influencer/Media,Creator hiring?,I cannot hire,I am slow hiring,I am good hiring,I am strong hiring,I am exceptional hiring
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Mentor,Team growth?,I cannot hire,I am slow hiring,I am good hiring,I am strong hiring,I am legend hiring
L4,Scaling (Grow),Growth,EiR3,EiR,100000,1000,Professional (Talent),Talent attraction?,I cannot attract,I am limited attraction,I am good attraction,I am strong attraction,I am legend talent
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Startup (Founder),Competitive response likely?,I am competitors dormant,I am some competitors,I am competitors active,I am intense competition,I am existential threat
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Investor,New entrants coming?,I am none coming,I am some potential,I am active competition,I am strong competitors,I am disruptors coming
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Corporate Partner,Market disruption?,I am safe market,I am some threats,I am emerging threats,I am strong threats,I am existential threat
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Enabler (Accelerator),Market entrants?,I have no threats,I am some threats,I am clear threats,I am intense threats,I am existential threat
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Facilitator (Services),New service competition?,I am safe market,I am some threats,I am clear threats,I am intense threats,I am existential threat
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Government/Policy,Competitive policy?,I am safe market,I am some threats,I am clear threats,I am intense threats,I am existential threat
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Influencer/Media,Coverage of competition?,I am safe market,I am some threats,I am clear threats,I am intense threats,I am existential threat
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Mentor,Competitive threats?,I have no threats,I am some threats,I am clear threats,I am intense threats,I am existential threat
L4,Scaling (Grow),Growth,EiR4,EiR,100000,1000,Professional (Talent),Competitive disruption?,I am safe market,I am some threats,I am clear threats,I am intense threats,I am existential threat
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Startup (Founder),Economic downturn resilience?,I thrive in downturns,I am resilient to downturns,I am vulnerable to recession,I am very vulnerable,I am dies in recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Investor,Recession impact portfolio?,I am recession-proof,I am mostly resilient,I am some impact,I am significant impact,I am fails recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Corporate Partner,Economic partnership risk?,I am recession-proof,I am mostly resilient,I am some impact,I am significant impact,I am fails recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Enabler (Accelerator),Alumni recession impact?,I am recession-proof,I am mostly resilient,I am some impact,I am significant impact,I am fails recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Facilitator (Services),Recession service impact?,I thrive downturn,I am resilient,I am some impact,I am significant impact,I am dies recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Government/Policy,Economic program sustainability?,I am recession-proof,I am mostly resilient,I am some impact,I am significant impact,I am fails recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Influencer/Media,Recession-proof content?,I am recession-proof,I am mostly resilient,I am some impact,I am significant impact,I am dies recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Mentor,Economic stress impact?,I thrive downturn,I am mostly resilient,I am some impact,I am significant impact,I am dies recession
L4,Scaling (Grow),Growth,EiR5,EiR,100000,1000,Professional (Talent),Recession job impact?,I am recession-proof,I am mostly resilient,I am some impact,I am significant impact,I am dies recession
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Startup (Founder),International expansion risk?,I am blocked internationally,I am minimal international,I am some international,I am good international,I am global ready
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Investor,Regulatory expansion?,I cannot expand,I am difficult expansion,I am possible expansion,I am good expansion,I am global scale
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Corporate Partner,Cross-border challenges?,I cannot expand,I am difficult expansion,I am possible expansion,I am good expansion,I am global scale
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Enabler (Accelerator),International alumni?,I have no international,I am limited international,I am some international,I am growing international,I am global presence
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Facilitator (Services),International service model?,I cannot expand,I am difficult expansion,I am possible expansion,I am good expansion,I am global scale
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Government/Policy,International program?,I cannot expand,I am difficult expansion,I am possible expansion,I am good expansion,I am global scale
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Influencer/Media,International audience?,I am local only,I am limited reach,I am growing reach,I am good reach,I am global reach
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Mentor,International mentees?,I have no international,I am limited international,I am some international,I am growing international,I am global presence
L4,Scaling (Grow),Growth,EiR6,EiR,100000,1000,Professional (Talent),International team?,I cannot expand,I am limited expansion,I am possible expansion,I am growing international,I am global presence
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Startup (Founder),Profitability path clear?,I will never profit,I am unclear path,I am clear path,I am approaching profit,I am already profitable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Investor,Portfolio profit trajectory?,I am never profitable,I am distant profit,I am clear trajectory,I am soon profitable,I am highly profitable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Corporate Partner,Partnership profitability?,I am never profitable,I am distant profit,I am clear trajectory,I am soon profitable,I am highly profitable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Enabler (Accelerator),Alumni profitability?,I am never profitable,I am distant profit,I am clear trajectory,I am soon profitable,I am highly profitable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Facilitator (Services),Service profitability?,I am never profitable,I am distant profit,I am clear trajectory,I am soon profitable,I am highly profitable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Government/Policy,Program profitability?,I am never profitable,I am distant profit,I am clear trajectory,I am soon profitable,I am highly profitable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Influencer/Media,Revenue sustainability?,I have no sustainable model,I am unclear model,I am clear model,I am soon sustainable,I am highly sustainable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Mentor,Mentee profitability?,I am never profitable,I am distant profit,I am clear trajectory,I am soon profitable,I am highly profitable
L4,Scaling (Grow),Growth,EiR7,EiR,100000,1000,Professional (Talent),Financial sustainability?,I am never sustainable,I am unclear sustainability,I am clear trajectory,I am soon sustainable,I am highly sustainable
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Startup (Founder),Team at breaking point?,I am team thriving,I am team mostly fresh,I am some team strain,I am significant strain,I am team breaking
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Investor,Portfolio team strain?,I am teams thriving,I am teams mostly ok,I am some strain,I am significant strain,I am teams breaking
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Corporate Partner,Partnership strain?,I am team thriving,I am team mostly ok,I am some strain,I am significant strain,I am partnership breaking
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Enabler (Accelerator),Alumni team stress?,I am alumni thriving,I am alumni mostly ok,I am some strain,I am significant strain,I am alumni breaking
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Facilitator (Services),Team fatigue scaling?,I am team energized,I am team mostly ok,I am some fatigue,I am significant fatigue,I am team breaking
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Government/Policy,Staff burnout?,I am staff thriving,I am staff mostly ok,I am some fatigue,I am significant fatigue,I am staff breaking out
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Influencer/Media,Creator fatigue?,I am fresh; I am energized,I am mostly energized,I am some fatigue,I am significant fatigue,I am severely burned out
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Mentor,Team overload?,I am team thriving,I am team mostly ok,I am some strain,I am significant strain,I am team breaking
L4,Scaling (Grow),Growth,EiR8,EiR,100000,1000,Professional (Talent),Scaling stress?,I am sustainable pace,I am mostly sustainable,I am some strain,I am significant strain,I am unsustainable
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Startup (Founder),Right growth motivations?,I am pure mission/impact,I am mostly mission; I am some,I am mixed motivations,I am some ego/money,I am pure ego/greed
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Investor,Right investor backing?,I am pure mission focus,I am mostly mission; I am some,I am mixed approach,I am some returns focus,I am pure exits/returns
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Corporate Partner,Right partnership reasons?,I am pure partnership,I am mostly partnership,I am mixed reasons,I am some self-interest,I am pure exploitation
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Enabler (Accelerator),Right growth focus?,I am pure founder focus,I am mostly founders; I am some,I am mixed focus,I am some self-interest,I am pure self-interest
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Facilitator (Services),Right scaling reasons?,I am pure service,I am mostly service; I am some,I am mixed reasons,I am some profit focus,I am pure profit
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Government/Policy,Right program expansion?,I am pure ecosystem,I am mostly ecosystem; I am some,I am mixed reasons,I am some political,I am pure politics
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Influencer/Media,Right growth narrative?,I am pure authentic,I am mostly honest; I am some,I am mixed narratives,I am some self-promotion,I am pure hype/pr
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Mentor,Right mentee selection?,I am pure mentorship,I am mostly mentees; I am some,I am mixed approach,I am some self-interest,I am pure self-serving
L4,Scaling (Grow),Growth,EiR9,EiR,100000,1000,Professional (Talent),Right expansion reasons?,I am pure mission-driven,I am mostly mission; I am some,I am mixed reasons,I am some personal,I am pure paycheck
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Startup (Founder),Do you have strong gross margins?,I am negative margins,I am minimal margins; I am <5%,I am healthy margins; I am 30-50%,I am excellent margins; I am 50-70%,I am outstanding margins; I am >70%
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Investor,Can you identify profit-first companies?,I cannot assess margins,I am vague profit sense,I can identify profitability,I am expert profit spotter,I am legendary profit finder
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Corporate Partner,Partnership profitability clear?,I am not profitable,I am marginal profits,I am good profitability,I am strong profitability,I am exceptional profitability
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Enabler (Accelerator),Alumni profitability metrics?,I have no profitable alumni,I am some profitability,I am moderate profitability,I am good margin success,I am legendary profitability
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Facilitator (Services),Margin optimization coaching?,I am ignore margins; I am unprofitable,I am basic margin advice,I am clear margin advice,I am expert margin optimization,I am legendary margin expert
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Government/Policy,Efficient program economics?,I am unsustainable economics,I am struggling economics,I am sustainable economics,I am good program roi,I am exceptional roi
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Influencer/Media,Covering profitability stories?,I ignore profitability,I am minimal profitability,I am some profitability,I am good profitability,I am legend profitability
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Mentor,Mentee profit journey?,I have no profitability focus,I am some profitability,I am good profitability,I am strong profitability,I am legendary profitability
L5,Efficiency (Profit),Profit,D1,Dimension,1000000,10000,Professional (Talent),Profit-focused mindset?,I am losses every action,I focus on growth,I balance growth/profit,I am profit-focused,I am profit obsessive
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Startup (Founder),Operating leverage visible?,I have no leverage; I am linear,I am minimal leverage,I am clear leverage emerging,I am strong leverage,I am exponential leverage
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Investor,Portfolio operating metrics?,I have no leverage visible,I am some leverage,I am good leverage,I am strong leverage,I am exceptional leverage
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Corporate Partner,Corporate efficiency?,I have no efficiency,I am minimal efficiency,I am good efficiency,I am strong efficiency,I am exceptional efficiency
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Enabler (Accelerator),Alumni operational maturity?,I have no maturity,I am minimal maturity,I am good maturity,I am strong maturity,I am legendary operations
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Facilitator (Services),Service delivery efficiency?,I am inefficient delivery,I am some efficiency,I am solid efficiency,I am efficient delivery,I am exceptional efficiency
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Government/Policy,Program efficiency metrics?,I have no efficiency,I am minimal efficiency,I am good efficiency,I am strong efficiency,I am legendary efficiency
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Influencer/Media,Operational efficiency?,I am chaotic operations,I am some structure,I am clear structure,I am efficient operations,I am legendary efficiency
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Mentor,Team operational efficiency?,I am inefficient operations,I am some efficiency,I am good efficiency,I am efficient operations,I am legendary operations
L5,Efficiency (Profit),Profit,D2,Dimension,1000000,10000,Professional (Talent),Operational excellence?,I am inefficient chaos,I am limited efficiency,I am good efficiency,I am high efficiency,I am operational excellence
L5,Efficiency (Profit),Profit,D3,Dimension,1000000,10000,Startup (Founder),Customer lifetime value growing?,I am negative ltv; I am losing,I am low ltv,I am healthy ltv,I am high ltv,I am exceptional ltv
L5,Efficiency (Profit),Profit,D3,Dimension,1000000,10000,Investor,Portfolio LTV metrics?,I am low ltv; I am unsustainable,I am low ltv,I am good ltv,I am high ltv,I am exceptional ltv
L5,Efficiency (Profit),Profit,D3,Dimension,1000000,10000,Corporate Partner,Customer value optimization?,I am losing on customer,I am marginal ltv,I am good ltv,I am high ltv,I am exceptional ltv
L5,Efficiency (Profit),Profit,D3,Dimension,1000000,10000,Enabler (Accelerator),Alumni LTV?,I am negative ltv,I am low ltv,I am good ltv,I am high ltv,I am exceptional ltv
L5,Efficiency (Profit),Profit,D3,Dimension,1000000,10000,Facilitator (Services),Client lifetime value?,I am losing per client,I am low ltv,I am good ltv,I am high ltv,I am exceptional ltv
L5,Efficiency (Profit),Profit,D3,Dimension,1000000,10000,Government/Policy,Program participant value?,I am negative participant value,I am low ltv,I am good ltv,I am high ltv,I am exceptional ltv
